Name,Medium,Type,Format,Intended Compatibility,Product Name,Username,Developer,Author,Publisher,Language,Year,Parts,Original Price,Identifying Number,Accession Number,Date Tested,Donor,Notes
A Slow Year,Special Collections,Software / Game Poetry,Atari 2600 Cartridge,Atari 2600,A Slow Year,N/A,N/A,Ian Bogost,Open Texture,English,2010-11-16,"2600 Cartridge, Book - A Slow Year Game Poems",500,N/A,2013.09.05,2013-10-30,,Limited number 18 of 25 copies. On limited loan to Media Archaeology Lab before being sealed and preserved at Library of Congress.
