Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date tested,Donor,Notes
[Nintendo 64],Hardware,Game Console,Nintendo 64,N64,Nintendo,NUS-001(USA),1996,$199.99,NS232042441,N/A,N/A,N/A,4MB (expandable up to 8MB),64-bit 93.75 MHz NEC VR4300,"4x controller input, 1x cartridge slot, 1x AC input, 1x video output, 1x extension port, 1x memory expansion slot",N/A,N/A,"Controllers and Controller Port Devices, Nintendo 64DD",2014.05.1,,Mark Morris,Expansion Pack installed.
[Nintendo Entertainment System],Hardware,Game Console,Nintendo Entertainment System,"Nintendo, NES, Nintendo Entertainment System",Nintendo,Nintendo,1985,$89.99-$199.99,,N/A,N/A,N/A,16 kB,Ricoh 2A03 8-bit processor (MOS Technology 6502 Core),"2 controller ports, 1 expansion slot",N/A,N/A,"Controllers, Light Gun, Power Pad",2013.06.99,,,
